unitid,fice,pubst,pbalph,"system","sequen","status","instnm","addr","city","stabbr","zip","gentele",cnty,congdist,"countynm",affil,calsys,hloffer,procc,pr2yr,prlib,prtea,prprof,geost,oereg,obereg,"race",control,type,iclevel,sex,lgrnt,"cncesc",sum2yr,sum4yr,sumpos,eve2yr,eve4yr,evepos,excntl,citysi,admreq,estmo,estyr,"fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,period,stcnty,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"29075","29075","31","150","F","00","A","BECKER JC ALL INSTITUTION","","WORCESTER","MA","01609",".","","3","","","","","","","","","","31","","","Z","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164702","29076","31","160","F","98","C","BECKER JC SYSTEM OFFICE","61 SEVER STREET","WORCESTER","MA","01609",".","","3","WORCESTER","","","","","","","","","31","","","7","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29077","29077","66","120","C","00","A","FUNDACION EDUCATIVA ALL","","RIO PIEDRAS","PR","00928",".","","","","","","","","","","","","65","7","9","Z","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"242060","29078","66","130","C","98","C","FUNDACION ED SYS OFFICE","APARTADO AE","RIO PIEDRAS","PR","00928",".","","","","","","","","","","","","66","7","9","7","0","7","7","","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29079","29079","42","2020","R","00","2","SNT JOSEPHS C ALL CAM","","BROOKLYN","NY","11205",".","","11","","","","4","","","","","","42","1","2","Z","2","7","7","3","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195553","29080","42","2030","R","99","4","SNT JOSEPHS C CEN OFF","245 CLINTON AVENUE","BROOKLYN","NY","11205",".","","11","KINGS","","","","","","","","","42","1","2","7","2","7","7","3","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"195562","29081","42","2050","R","02","7","SNT JOSEPHS C SUFFOLK CAM","155 ROE BOULEVARD","PATCHOGUE","NY","11772",".","","1","SUFFOLK","21","1","4","","","1","1","","42","1","2","5","2","2","1","3","0","C01","1","1","0","1","1","0","2","7","2","","","020000","050000","3720","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"123952","29084","14","2570","","","5","STHN CAL INSTITUTE ARCH","1800 BERKELEY STREET","SANTA MONICA","CA","90404",".","","27","LOS ANGELES","21","3","6","","","","","1","14","4","8","5","2","2","1","3","0","D10","0","1","1","0","0","0","2","7","2","7","","090000","040000","5040","0","0","5040","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","",""
"29085","29085","23","660","E","05","E","ILL ESTN CC FRONTIER CC","RURAL ROUTE 1","FAIRFIELD","IL","62837",".","","19","WAYNE","14","2","3","1","1","","","","23","2","3","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","2","11","","090000","050000","0","360","2071","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"146384","29086","23","840","","","5","KELLER GRAD SCHOOL MGMT","10 S RIVERSIDE PLAZA","CHICAGO","IL","60606",".","","7","COOK","25","2","6","","","","","1","23","2","3","5","2","2","1","3","0","D05","0","0","1","0","0","1","2","8","5","7","","110000","030000","0","0","0","4455","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"188058","29087","41","190","","","5","NORTHERN NEW MEXICO CC","GEN DELIVERY EL RITO CAM","EL RITO","NM","87530",".","","3","RIO ARRIBA","12","1","3","1","1","","","","41","4","6","4","1","3","2","3","0","E01","1","1","0","1","1","0","1","1","2","0","","070000","000000","0","336","1024","0","0","0","480","948","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","5"
"199458","29088","43","790","","","5","ROANOKE BIBLE COLLEGE","P O BOX 387","ELIZABETH CIT","NC","27909",".","","1","PASQUOTANK","74","1","4","1","","","","1","43","3","5","5","2","2","1","3","0","D01","0","0","0","1","1","0","3","1","2","8","","090000","060000","1540","0","0","0","0","0","588","1150","7","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127307","29090","15","260","","","X","INTERMOUNTAIN BIBLE COL","2101 PATTERSON ROAD","GRAND JCT","CO","81501",".","","3","MESA","21","1","4","0","1","0","0","1","15","4","7","5","2","2","1","3","0","D01","0","0","0","0","0","0","2","1","2","9","","090000","060000","1515","0","0","0","0","0","900","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"170471","29091","32","380","","","5","JORDAN COLLEGE","360 W PINE STREET","CEDAR SPRINGS","MI","49319",".","","5","KENT","21","1","4","1","","1","","0","32","2","3","1","2","2","1","3","0","E01","1","1","0","1","1","0","2","4","1","9","","090000","050000","2400","0","0","0","0","0","850","850","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99"
"114549","29092","14","1120","","","5","FIELDING INSTITUTE","2112 SANTA BARBARA ST","SANTA BARBARA","CA","93105",".","","19","SANTA BARBARA","21","3","8","","","","","1","14","4","8","5","2","2","1","3","","D10","0","0","0","0","0","0","2","3","5","3","","030000","080000","0","0","0","5940","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11"
"103486","29093","11","90","A","04","G","TANANA VALLEY CC","4280 GEIST ROAD","FAIRBANKS","AK","99701",".","","99","FAIRBANKS NORTH STAR BOROUGH","12","1","3","1","1","","","","11","4","8","5","1","5","2","3","0","E01","1","1","0","1","1","0","1","1","2","","","000000","000000","0","838","1798","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7"
"29094","29094","11","70","A","90","B","U ALAS FAIRBANKS ALL CAM","","FAIRBANKS","AK","99701",".","","99","","","","8","","","","","","11","4","8","Z","1","7","7","3","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29095","29095","11","110","A","91","B","U ALAS ANCHORAGE ALL CAM","","ANCHORAGE","AK","99504",".","","99","","","","6","","","","","","11","4","8","Z","1","7","7","3","","","","","","","","","4","","0","","","000000","000000","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"230861","11167","55","230","D","03","E","COM COL OF VERMONT","P.O. BOX 120","WATERBURY","VT","05676",".","","99","WASHINGTON","12","1","3","1","1","0","0","0","55","1","1","5","1","3","2","3","0","E01","1","0","0","1","0","0","1","1","1","8","","010000","060000","0","1030","1990","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"179122","11181","35","710","","","5","SAINT LOUIS RAB COLLEGE","7400 OLIVE ROAD","SAINT LOUIS","MO","63130",".","","1","INDEPENDENT CITY","21","1","5","0","0","0","0","1","35","2","4","5","2","2","1","1","0","D01","0","0","0","0","0","0","2","8","2","","","000000","060000","5500","0","0","0","0","0","1075","1425","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"197018","11189","42","3030","","","5","UNITED TALMUDICAL ACADEMY","82 LEE AVENUE","BROOKLYN","NY","11211",".","","13","KINGS","21","1","10","0","0","0","1","1","42","1","2","5","2","2","1","1","0","D12","0","0","0","0","0","0","2","1","2","","","000000","000000","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"189273","11192","42","220","","","5","BETH HMDRSH SHAAREI YOSH","4102-10 16TH AVENUE","BROOKLYN","NY","11204",".","","14","KINGS","21","1","10","0","0","0","1","1","42","1","2","5","2","2","1","1","0","D12","0","0","0","0","0","0","2","1","2","9","","090000","060000","2600","0","0","2600","0","0","450","1200","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
