PID,officesHeld,head_of_org,on_committee,gov_office
GS6W-Q2P,"Assistant attorney general, Commonwealt of Massachusetts, 1952-53; general counsel, Massachusetts State Housing Board, 1952-53; member Advisory Committee, Masssachusetts Civilian Defense; President, National Federation Jewish Men's Clubs, New England Region, since 1950, Brotherhood, Temple Mishkan Tefila, Roxbury, 1948-50, Brotherhood, Mishkan Israel, Dorchester, 198-32; vice president, United Synagogues of America, New England Region, since 1949; secretary, Associated Synagogues of Greater Boston, sone 1949, Tenple Mishkan Tefila, since 1951, Temple Israel, Hull, since 1948; trustee, Nantasket Youth Center, since 1946; chairman, United Chaplaincy Commission, Massachusetts, School Commitee, Temple Mishkan Tefila",1,1,0
GS6V-Q3L,"Directors, State Street Trust Company; trustee, Boston personal Property Trust, Farm and Trades School (Boston); member Board of Managers, Boston Provident Association",0,1,0
LCCV-CFS,"Director, Belmont Red Cross",1,0,0
GSDB-H33,"Numerous professional positions with charitable and educational organizations, 1939-52.",0,0,0
L6KR-YC3,"Chairman, Commission on Liberal Education of the Association of American Colleges.",1,0,0
MPDG-3LG,"Partner, Putnam & Cox & Saltonstall, Boston, 1931-42, Saltonstall & Morton, since 1945.",0,0,0
LB13-ZGB,"Treasurer, Memorial Homes for the Blind, 1936-41, Worcester Natural History Society, 1937-41 (member, board of trustees since 1946); Members’ Council of Worcester Art Museum, 1948-49; trust officer, Worcester County Trust Company, 1946-48.",0,1,0
M1DN-SDG,"Member Board of Selectmen, Westwood, Mass. 1937-42; member, 1950~53, chairman, 1952, Board of Trustees, Village of Woodstock, Vt.; member Board of Directors, Woodstock Hotel Company, Inc., since 1950, Woodstock Enterprises, Inc., since 1952. 659 ]",1,1,0
GS6C-CN4,"Vice-chairman, Section on Labor and Industry, Pennsylvani; Bar Association; past chairman, Labor Committee, Administrative Lay Section, American Bar Association; member Executive Committee, chairman, Placement Committee, Allegheny County Bar Association, member, Pennsylvania Labor Law Commission; permanent member, Judicial Conference of the United States Third Circuit; member Com. mittee on Public Relations, Pennsylvania Bar Association; member Labor Relations Law Section, American Bar Association; president, Parent-Teachers Association, Sacred Heart School.",1,0,0
GSD3-XB5,"Chairman, Arts & Sciences, Harvard Foundation for Advanced Study, Washington, 1950-51; instructor and tutor in economics, Harvard College, 1929-35; financial and utility expert, Federal Communications Commission, 1935-38, director, St. Lawrence Survey, Office of Secretary of Commerce, 1940-43; vice-president, National St. Lawrence Association, 1946-49.",1,0,1
GS6Q-MJM,"Chief-of-staff, Lakeside General Hospital.",0,0,0
LRL1-6PB,Harvard Club of New York; Council on Foreign Relations; Veterans of the Seventh Regiment; Military Intelligence Reserve.,0,0,0
9KBT-3N3,"Secretary, Lions Club; chairman, Boy Scout Troop Committee, Cub Pack Committee, Finance Committee, Peninsula Girl Scout Council, Inc., Republican Finance Drive.",1,0,0
GS68-KPX,"Secretary, Board of Directors of Newton Conferences, Society of St. Vincent De Paul; president, Corpus Christi Conference, Society of St. Vincent De Paul, Holy Name Society, 1949-50; cubmaster, Pack 33, Norumbega Council, Boy Scouts of America; district chairman of cub scouting, Norumbega Council, 1948-49; committeeman, Newton North Little League; director, Farragut Codperative",1,1,0
9KP8-68B,"Assistant treasurer, since 1943, member Public-Personnel Relations Advisory Committee, since 1946, New England Telephone and Telegraph Company; treasurer, Westerly Automatic Telephone Company, Westerly, R. I, since 1951.",0,0,0
GSD3-6GD,"Vice-president, Staten Island Herpetological Society",1,0,0
KCBM-V42,"Associate professor of English, examiner in English, University of Chicago, 1941-49.",0,0,0
LC8C-TPW,"Vice-president, Dillon, Read & Company, Inc., 1935-37, 193941; president, P. H. Nitze & Company, Inc., 1938-39; assistant to Secretary of State for Foreign Assistance Programs, since 1947; deputy assistant, Secretary of State for Economic Affairs, 1948-49; deputy director, 1949-50, director, 1950-53.",1,0,1
LBRX-QX7,"President, Salem Tuberculosis Association, trustee, Shore Country Day School; director, local chapter American Red Cross, Family Service Association, Salem Community Fund; assistant director, Salem Civilian Defense Committee.",1,1,0
KHB9-BBG,"Treasurer, American Pension Conference, since 1949.",0,0,0
L52B-XMJ,"Director, Universal Coat & Linen Service, Cambridge, 193042, Echo Farm Dairy, Inc., Framingham, Mass., 1930-48; member school committee, Framingham, Mass., 1932-37; president, Men’s League and church corporation, Park Street Baptist Church; secretary-treasuref, Independent Schools Association of Northern New England.",1,0,0
LVV9-WTJ,"Director, Fall River National Bank; trustee, Union Hospital in Fall River, Citizens Savings Bank.",1,1,0
GSDS-RJF,"Chairman, Aviation Committee, Boston Chamber of Commerce; Beverage Division, 1952 Jimmy Fund; secretary, Aeronautic Association of Boston; director, Aero Club of New England, Adver -tising Club of Boston; trustee, Associated Jewish Philanthropies, Dean Academy; chairman, Consumer Division, 1948-49, general vice-chairman, 1950-52, general chairman, 1953, Red Cross Fund.",1,1,0
LBPT-QMT,"Trustee, vice-president, former treasurer, Kips Bay Boys’ Club, New York, 1935-52; member or chairman, Lawyers Legislative Committee, New York County Grand Jury Association, 1934-37.",1,1,0
LTDN-5LK,"Trustee, Boys Club; member Executive Board, chairman, Organization and Extension Committee, Boy Scouts, member Board of Directors, member Finance, Quality Business and Research Advisory Committees, Life Insurance Agency Management Association; president, Civitan, Hartford, Conn., 1938.",1,1,0
L2FN-JBQ,"First secretary, policcal officer, American Legation, Beirut; assistant chief, Near East Division, Department of State; State Department representative, first U. S. diplomatic mission to Yemen, assistant, State Department adviser for Near East, regional specialist, Board of Economic Warfare Mission to Algiers, North African economic specialist, American Embassy, London; economic warfare analyst, Foreign Economic Administration, foreign affairs specialist, Republican National Committee. 961 ] _—____—__— Le t , » @ the American Legation — now Embassy — in Beirut, Lebanon, where I had a most interesting two and one-half years as first secretary and where we enjoyed the work, the life, and the sights of Damascus, Jerusalem, Baghdad, Palmira, Petra, Cairo, and Luxor. Early in 1951 I completed my assignment and returned to the department where I am at present deputy adviser for Public Affairs to the assistant secretary for the Middle East. This work includes giving guidance to the Voice of America and the United States Information program in the Middle East, plus work with the Psychological Strategy Board on this area,",0,0,0
GSC9-VSB,"Partner, Loebl, Schlossman and Bennett, since 1947, Hornbostel and Bennett, 1940-45; professor of design, Yale, 1945-47; head of style and design, Montgomery Ward, 1943-45; director, first vice-prestdent, Chicago Chapter, American Institute of Architects, since 1951; member Nauonal Architectural Accrediting Board, since 1950.",1,0,0
LKMN-TZT,"Director, Salesmanagers Club, Providence, R. I., 1941.",1,0,0
LKYJ-HB2,"Instructor in Surgery, 1941-48, assistant professor of Surgery, 1948-52, associate professor of Surgery, since 1952, University of Pittsburgh Medical School; lecturer in Oral Surgery, University of Pittsburgh Dental School, since 1943; member American Board of Plastic Surgery, 1951-57.",0,0,0
LKR2-T23,"Instructor, assistant professor, associate professor, Division of Humanities, Latin, University of Chicago; dean of students, Division of Humanities, 1941-42, 1946-50, chairman, Latin Department, since 133 ] fen Me ATIC 1950, University of Chicago; managing editor, Classical Philology, since 1951.",1,0,0
GSDR-8P2,"Director, Steelcraft Boats, Inc.; president, Bay State Appliance Distributors, Inc.; treasurer, Welles Publishing Company.",1,0,0
GSD1-YPC,"Director, Traveler’s Aid Society, Worcester, Massachusetts Society for the Prevention of Cruelty to Children, Worcester.",1,0,0
L19L-L64,"President, Radio Executives Club of New York, 1946, Advertising Club of New Orleans, 1951; member Board of Directors, American Cancer Society, New Orleans Chapter, since 1951, New Orleans Tuberculosis Association, since 1951, New Orleans Area Boy Scouts, since 1950, Broadcast Music, Inc., 1934-48, New Orleans Better 1080 ]",1,1,0
GS69-4DL,"President, Noble & Greenough School Graduates Association, 1941-42; vice-president and director, Textile Fabrics Association, New York, N. Y., since 1950, member OPS Industry Committee for Cotton Converting Industry, since 1950; member, since 1943, chairman, 1949, Executive Committee, Textile Section, New York Boad of Trade, Inc.; trustee and treasurer, Dover Church. mMeMBER OF: Merchants Club, New York, N. Y.; Arkwright Club, New York, N. Y.; Dedham Country and Polo Club; Harvard Varsity Club.",1,1,0
GSD3-G3T,"President, 1951-52, vice-president, 1950-51, New England Pathological Society; chairman, Section of Physiology and Pathology, Massachusetts Medical Society, 1950-51.",1,0,0
GSWP-K18,"President, American Premium Company, 1933-48; chairman, Scout Committee, Edina-Morningside Church. 1 WAS with the tna Casualty and Surety Company after graduation. In 1933, with others, I organized the American Premium Company. In 1948 1 was travelling auditor for Glendenning Motorways Inc., and since 1951 have been with the North Atlantic Constructors at Thule, Greenland, Peary’s base on his last trip to the North Pole. My contract here will probably prevent my attending the twenty-fifth.",1,0,0
L6LT-5H5,"‘Trustee, Riverside Hospital, Toledo Blue Cross, Sylvania School Board, Girl Scout Advisory Board; member Advisory Board, Rubber Manufacturers Association, member, Army Navy Munitions Board; member O. P. S. Advisory Board of Industry.",0,1,0
LRGN-GM7,"President, Billerica Business Men’s Club, 1943-44; trustee and treasurer, First Parish Church, Billerica, 1946-49; member, finance committee and school building committee, Town of Billerica, since 1947. .",1,1,0
GSDR-3WC,"Treasure, Nobel and Greenough school ella lyman cabot trust, inctrustee Radcliffe College,Abbot Academy, Brookline savings Bank; director, The little house, Bardely Pilitzer Company Bradely Lumber & manfacturing Company, Bardely Park Development, Inc.; Class agent",1,1,0
9F3T-FRS,"Director and vice-president, State Street Council, Chicago; director, Retail Merchants Association, Chicago, Illinois State Retail Merchants Association, Illinois Chain Store Council.",1,0,0
GSHC-5S8,"President, Foreman’s Club of Coatesville and Vicinity, Eastern Pennsylvania Foreman’s Clubs Association; Jonathan Bible Class of the Presbyterian Church of Coatesville; chairman, District, and Camping",1,0,0
G9PG-ZXR,"Director, Flowmeter Corporation of America.",1,0,0
LYHJ-12L,"Director, Benevolent Fraternity of Unitarian Churches, 1937— 42; secretary, Unitarian Laymen’s League, since 1951; Isles of Shoals Unitarian Association; director, Harvard (Mass.) Taxpayers Association.",1,0,0
GS68-HNL,"President, Pittsburgh Junior Chamber of Commerce, 1940-41; vice-president, Pennsylvania Junior Chamber of Commerce, 1041-42; director, United States Junior Chamber of Commerce, 1941-43; director, Pittsburgh Central Blood Bank, since 1950; trustee, Big Moose (N. Y.) Community Church, since 1949.",1,1,0
G9MR-STC,"Chairman, Planning Commission, Scarsdale, since 1948",1,0,0
LRL7-8BH,"Treasurer, National Investors Corporation, New York, 1941, Glendale Presbyterian Church, 1951-52; controller, The Fox Paper Company, since 1949; various offices, National Association of Cost Accountants, Boy Scouts of America.",0,0,0
G9JC-DCJ,"Member Executive Committee, Cub Scouts; vice-chairman, Red Cross Fund Campaign; secretary, Unitarian Men’s Club.",1,0,0
L6J5-PGF,"Trustee, Kirk-In-The-Hills Church, United Fund, Pontiac; member Board of Directors, Brookside School Cranbrook.",0,1,0
GSDB-NL5,"Member, various committees in Institute of Radio Engineers and the American Institute of Electrical Engineers.",0,1,0
LRQS-WHN,"Vice-president, treasurer, and director, Scudder, Stevens & Clark Fund, Inc., and Scudder, Stevens & Clark Common Stock Fund, Inc.; director, Waltham Federal Savings & Loan Association; trustee and assistant treasurer, Peter Bent Brigham Hospital; board of managers, Boston Provident Association.",1,1,0
LK56-KSJ,"President, New England Chapter, 1941, secretary, 1943-45, president, 1947, American Marketing Association; president, Boston Chapter (Technical Advertisers Association), 1942, director, 1943-45, vice-president, 1945-47; member Executive Committee, 1940-43, first vice-president, 1948-49, Boston Sales Managers Club.",1,0,0
GS6W-7GP,"Associate manager, New Ocean House, Swampscott, Mass.; manager, Harvard Club of Boston; secretary, Berkshire Innkeepers 977]",0,0,0
LK5X-N7D,"Trustee, Kents Hill School, Kents Hill, Maine, since 1952.",0,1,0
L4SL-RQN,"Member Board of Directors, Cudahy State Bank, since 1933, Family Service Corporation, 1946-50, Milwaukee Rotary Club, 1942-44 Milwaukee Country Day School, since 1948, Greater Milwaukee Committee, since 1951; member Board of Directors, 1944-50, Board of Corporation, since 1944, Milwaukee Boys Club.",0,1,0
LB5R-96R,"Corresponding secretary, Harvard Chapter, Phi Beta Kappa, 1937-40; president, Eastern College Personnel Officers, 1938-40.",1,0,0
