unitid,fice,pubst,pbalph,"system","status","instnm","addr","stabbr","zip","gentele","cnty","congdist","city","countynm","affil","calsys","hloffer",pr2yr,prlib,prtea,prprof,enrolmnt,geost,oereg,obereg,"race",control,type,sex,lgrnt,survey,ss_occup,sum2yr,sum4yr,sumpos,ss_other,es_occup,eve2yr,eve4yr,evepos,es_other,excntl,citysi,admreq,"estmoyr","fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_nurs,acc_ort,acc_chem,regaccrd
"126289","1346","15","30","","5","ARAPAHOE CMTY COLLEGE","5900 S SANTA FE DRIVE","CO","80120","3037941550","005","","LITTLETON","ARAPAHOE","12","2","03","1","0","0","0","6006133","15","4","7","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","5","1","061965","091966","061968","","572","1936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"126678","1347","15","60","","5","COLORADO COLLEGE","","CO","80903","3034732233","041","","COLORADO SPRINGS","EL PASO","21","5","06","0","1","1","0","4001942","15","4","7","5","2","2","3","0","1","0","0","1","1","0","0","0","0","0","0","2","2","3","011874","051874","051882","4700","","","4700","","","850","850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","5"
"126775","1348","15","120","","5","COLORADO SCHOOL OF MINES","","CO","80401","3032790300","059","","GOLDEN","JEFFERSON","12","1","08","0","0","0","1","5002845","15","4","7","5","1","2","3","0","1","0","0","0","0","0","0","0","0","0","0","1","5","3","021869","091872","061882","","1282","4564","","1282","4564","780","985","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"127741","1349","15","470","","5","NORTHERN COLORADO,U OF","","CO","80639","3033512121","123","","GREELEY","WELD","12","2","08","0","1","1","1","7010982","15","4","7","5","1","2","3","0","1","0","0","1","1","0","0","0","1","1","0","1","2","2","041889","101890","051892","","915","2967","","945","3102","919","1323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","5"
"126818","1350","15","130","","5","COLORADO STATE UNIVERSITY","","CO","80523","3034911101","069","","FORT COLLINS","LARIMER","12","1","08","0","1","1","1","7018255","15","4","7","5","1","1","3","1","1","0","0","1","1","0","0","0","0","0","0","1","2","2","1870","1879","1884","","828","2930","","859","3066","688","1102","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","1","","","","","1","1","","1","","","","","1","","","","","","1","","","","","","","1","","","1","","1","","","","","1","","","","","5"
"1351","1351","15","150","","5","COLORADO WOMEN'S COLLEGE","MONTVIEW BLVD & QUEBEC ST","CO","80220","3033946012","031","","DENVER","DENVER","21","4","04","0","1","1","1","2000462","15","4","7","5","2","2","2","0","1","0","0","1","0","0","0","0","1","0","0","2","6","3","051888","091909","061911","3850","","","","","","1075","1075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"126979","1352","15","210","","5","CONS BAPTIST THEOL SEM","P O BOX 10000 UNIV PK STA","CO","80210","3037612482","031","","DENVER","DENVER","54","2","08","0","0","0","1","2000388","15","4","7","5","2","2","3","0","1","0","0","0","1","0","0","0","0","0","0","3","6","5","061950","091950","051952","","","","2152","","","1344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"127185","1353","15","220","","5","FORT LEWIS COLLEGE","","CO","81301","3032477661","067","","DURANGO","LA PLATA","12","3","04","0","1","1","0","5003075","15","4","7","5","1","2","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","2","011911","091927","061952","","625","2265","","","","540","990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","5"
"127273","1354","15","230","","5","ILIFF SCHOOL OF THEOLOGY","2201 S UNIVERSITY BLVD","CO","80210","3037441287","031","","DENVER","DENVER","71","2","08","0","0","0","1","2000350","15","4","7","5","2","2","3","0","1","0","0","0","1","0","0","0","0","1","0","3","6","5","071889","091892","051896","","","","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"127389","1355","15","250","","5","LAMAR COMMUNITY COLLEGE","2401 SOUTH MAIN","CO","81052","3033362248","099","","LAMAR","PROWERS","12","2","03","1","0","0","0","2000384","15","4","7","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","1937","1937","1939","","640","1659","","","","778","1201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"127501","1356","15","260","","5","LORETTO HEIGHTS COLLEGE","3001 S FEDERAL BOULEVARD","CO","80236","3039368441","031","","DENVER","DENVER","21","1","04","0","1","1","1","3000863","15","4","7","5","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","2","6","2","1918","1918","1921","3900","","","","","","850","1320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","5"
"127556","1358","15","270","","5","MESA COLLEGE","1175 TEXAS AVENUE","CO","81501","3032481020","077","","GRAND JUNCTION","MESA","12","1","04","0","1","0","0","5003891","15","4","7","5","1","2","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","2","041925","091925","061927","","716","2500","","","","796","1000","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","5"
"126748","1359","15","110","","5","COLORADO NORTHWESTERN CC","KENNEDY DRIVE","CO","81648","3036752261","103","","RANGELY","RIO BLANCO","14","1","03","1","0","0","0","5002913","15","4","7","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","071962","091962","061964","","100","1200","","","","430","880","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"127565","1360","15","280","","5","METROPOLITAN ST COLLEGE","1006 11TH STREET","CO","80204","3036292400","031","","DENVER","DENVER","12","1","04","0","1","1","1","7012071","15","4","7","5","1","2","3","0","1","0","0","1","0","0","0","0","1","0","0","1","6","2","1963","101965","061967","","621","2293","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","5"
"127732","1361","15","310","","5","NORTHEASTERN JR COLLEGE","","CO","80751","3035226600","075","","STERLING","LOGAN","13","2","03","1","0","0","0","4001538","15","4","7","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","051941","091941","061943","","348","1488","","","","540","990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"127778","1362","15","320","","5","OTERO JUNIOR COLLEGE","","CO","81050","3033848721","089","","LA JUNTA","OTERO","12","2","03","1","0","0","0","3000748","15","4","7","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","051941","091941","061943","","643","1662","","","","510","1275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"127918","1363","15","360","","5","REGIS COLLEGE","3539 WEST 50TH PARKWAY","CO","80221","3034584100","031","","DENVER","DENVER","30","1","06","0","1","1","0","4001366","15","4","7","5","2","2","3","0","1","0","1","1","1","0","0","1","1","1","0","3","6","2","1877","1877","1877","3910","","","3600","","","1150","1150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"128106","1365","15","480","","5","SOUTHERN COLORADO,U OF","2200 BONFORTE BLVD","CO","81001","3035490123","101","","PUEBLO","PUEBLO","12","1","06","0","1","1","1","5004855","15","4","7","5","1","2","3","0","1","0","1","1","1","0","0","1","1","1","0","1","2","1","091933","091933","061935","","781","2755","","810","2883","750","1090","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","5"
"128027","1367","15","380","","5","SAINT THOMAS SEMINARY","1300 SOUTH STEELE STREET","CO","80210","3037224687","031","","DENVER","DENVER","30","2","06","0","1","0","1","1000158","15","4","7","5","2","2","1","0","1","0","0","1","1","0","0","0","0","1","0","3","6","5","091907","091907","051912","1260","","","1650","","","645","945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"128258","1368","15","390","","5","TRINIDAD STATE JR COLLEGE","","CO","81082","3038465621","071","","TRINIDAD","LAS ANIMAS","12","2","03","1","0","0","0","4001419","15","4","7","D","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","041925","041925","051928","","518","1570","","","","619","1156","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"128328","1369","61","50","","5","US AIR FORCE ACADEMY","","CO","80840","3034721818","041","","US AIR FORCE ACAD, COLO","EL PASO","11","1","04","0","0","0","1","5004576","15","5","0","5","1","2","3","0","1","0","0","1","0","0","0","0","0","0","0","1","2","6","041954","071955","061959","","0","0","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"126614","1370","15","420","A","E","COLORADO AT BOULDER,U OF","","CO","80309","3034920111","013","","BOULDER","BOULDER","12","1","08","0","1","1","1","8021727","15","4","7","5","1","1","3","2","1","0","1","1","1","0","0","0","1","1","0","1","6","2","091876","091877","1882","","995","3584","","1033","3752","827","1024","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","","","","","","","1","","","","","","","","","","1","","","1","","","1","","1","","","","","","","","","","5"
