unitid,"addr",admreq,affil,boardamt,calsys,"city",citysi,"cncesc",cnty,congdist,control,"countynm","fdgrmoyr",fice,"fwrkmoyr","gentele",geost,hloffer,iclevel,initcy,"instnm","intfic",lgrnt,obereg,oereg,pbalph,pbtfgi,pbtfgo,pbtfui,estmo,estyr,eve2yr,eve4yr,evepos,excntl,pbtfuo,period,pr2yr,prlib,procc,prprof,prtea,prtfg,prtfu,pubst,"race",roomamt,"sequen",sex,"stabbr","status",stcnty,sum2yr,sum4yr,sumpos,"system",type,updat,"zip",acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"167057","290 HUNTINGTON AVENUE","6","21","1350","1","BOSTON","8","D06","25","8","2","SUFFOLK","001871","2194","001867","6172621120","31","7","1","2","NEW ENG CONSV OF MUSIC","002194","0","1","1","930","0","0","0","","1867","0","0","0","2","0","7","0","0","0","1","1","7550","7550","31","5","2500","","3","MA","5","31025","0","1","1","","2","13","02115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","3"
"167260","","2","21","1365","1","DUDLEY","1","D05","27","2","2","WORCESTER","001932","2197","001931","6179431560","31","6","1","99","NICHOLS COLLEGE","002197","0","1","1","970","0","0","0","","1931","1","1","1","2","0","7","0","1","0","1","0","0","4725","31","5","1365","","3","MA","5","31027","1","1","1","","2","99","01570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"167358","360 HUNTINGTON AVENUE","2","21","1575","2","BOSTON","8","B01","25","8","2","SUFFOLK","061902","2199","001898","6174372000","31","8","1","6","NORTHEASTERN UNIVERSITY","002199","0","1","1","980","0","0","0","","1898","1","1","1","2","0","7","0","1","1","1","1","5940","6300","31","5","1888","","3","MA","5","31025","1","1","1","","1","6","02115","1","","","","","","1","","","1","1","1","","","","","","","","","","","","","","","1","","1","","1","","","","","1","1","1","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","","1","","","","3"
"167455","400 HEATH STREET","2","21","2200","1","BOSTON","7","E01","21","4","2","NORFOLK","001913","2201","001911","6177317000","31","4","1","2","PINE MANOR COLLEGE","002201","0","1","1","990","0","0","0","","1911","0","0","0","2","0","7","0","1","0","0","0","0","8144","31","5","2200","","2","MA","5","31021","1","1","0","","2","2","02167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"167464","558 SOUTH AVENUE","4","30","1450","1","WESTON","7","D01","17","5","2","MIDDLESEX","061968","2202","091964","6178995500","31","6","1","99","POPE JOHN XXIII NATL SEM","002202","0","1","1","1000","0","0","0","9","1964","0","0","0","3","0","7","0","0","0","1","0","2900","0","31","5","1450","","1","MA","5","31017","0","0","0","","2","99","02193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"167525","34 CODDINGTON STREET","2","13","0","1","QUINCY","7","E01","21","11","1","NORFOLK","061962","2205","091958","6177868777","31","3","2","6","QUINCY JUNIOR COLLEGE","002205","0","1","1","1010","0","0","1450","9","1958","1","0","0","1","1450","0","1","0","1","0","0","0","0","31","5","0","","3","MA","5","31021","1","0","0","","3","15","02169","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","3"
"167598","","2","21","1715","4","WESTON","7","C01","17","5","2","MIDDLESEX","001931","2206","001927","6178931820","31","6","1","2","REGIS COLLEGE","002206","0","1","1","1020","0","0","0","","1927","0","1","1","2","0","7","0","1","0","0","0","3300","5790","31","5","1485","","2","MA","5","31017","0","1","1","","2","2","02193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","3"
"167783","300 THE FENWAY","2","21","2219","1","BOSTON","8","B01","25","8","2","SUFFOLK","001906","2208","001902","6177382000","31","8","1","2","SIMMONS COLLEGE","002208","0","1","1","1060","0","0","0","","1899","0","0","0","2","0","7","0","1","0","1","1","7685","7910","31","5","1479","","4","MA","5","31025","0","1","1","","2","2","02115","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","3"
"167835","","2","21","0","5","NORTHAMPTON","4","B01","15","1","2","HAMPSHIRE","001879","2209","001875","4135842700","31","8","1","5","SMITH COLLEGE","002209","0","1","1","1080","0","0","0","","1871","0","0","0","2","0","7","0","1","0","1","1","9900","9170","31","5","3570","","2","MA","5","31015","0","0","0","","2","44","01063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","3"
"167987","OLD WESTPORT ROAD","2","12","1272","1","N DARTMOUTH","2","B01","5","10","1","BRISTOL","001897","2210","001895","6179998000","31","6","1","5","STHESTN MASS UNIVERSITY","002210","0","1","1","1090","1281","3669","1179","","1895","0","1","1","1","3609","7","0","1","0","1","1","0","0","31","5","2043","","3","MA","5","31005","0","0","1","","2","5","02747","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","3"
"167899","263 ALDEN STREET","2","21","1584","1","SPRINGFIELD","4","B01","13","2","2","HAMPDEN","061887","2211","011885","4137883000","31","8","1","6","SPRINGFIELD COLLEGE","002211","0","1","1","1100","0","0","0","1","1885","1","1","1","2","0","7","0","1","0","1","1","4879","5376","31","5","990","","3","MA","5","31013","0","0","1","","2","6","01109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"167853","66 SCHOOL ST","2","30","2000","1","GRANBY","4","D10","15","1","2","HAMPSHIRE","061960","2213","091957","4134677191","31","4","1","2","SNT HYACINTH COLLEGE-SEM","002213","0","1","1","1030","0","0","0","9","1927","0","0","0","3","0","7","0","1","0","0","0","0","3000","31","5","1000","","1","MA","5","31015","0","1","0","","2","27","01033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"167677","127 LAKE STREET","3","30","0","1","BRIGHTON","7","C01","25","8","2","SUFFOLK","001888","2214","001884","6172542610","31","6","1","2","SAINT JOHN'S SEMINARY","002214","0","1","1","1040","0","0","0","","1883","0","0","0","3","0","7","0","1","0","1","0","2400","2400","31","5","1050","","1","MA","5","31025","0","0","0","","2","30","02135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"167996","WASHINGTON STREET","2","30","1500","1","NORTH EASTON","2","C01","5","9","2","BRISTOL","061952","2217","091948","6172381081","31","4","1","2","STONEHILL COLLEGE","002217","0","1","1","1110","0","0","0","6","1948","1","1","0","3","0","7","0","1","0","1","1","0","5625","31","5","1500","","3","MA","5","31005","1","1","0","","2","2","02356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","3"
"168005","BEACON HILL","2","21","0","1","BOSTON","8","B01","25","9","2","SUFFOLK","031914","2218","021906","6177234700","31","8","1","2","SUFFOLK UNIVERSITY","002218","0","1","1","1120","0","0","0","9","1906","1","1","1","2","0","0","0","1","0","1","1","5580","4545","31","5","0","","3","MA","5","31025","1","1","1","","2","2","02114","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"168148","","3","21","1960","1","MEDFORD","7","A02","17","7","2","MIDDLESEX","001856","2219","001852","6176285000","31","8","1","2","TUFTS UNIVERSITY","002219","0","1","1","1140","0","0","0","","1852","0","0","0","2","0","7","0","1","0","1","1","9280","9280","31","5","2320","","3","MA","5","31017","0","1","1","","1","2","02155","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","3"
"166629","","2","12","1122","1","AMHERST","1","A01","15","1","1","HAMPSHIRE","071871","2221","101867","4135450111","31","8","1","74","U OF MASS AT AMHERST MA","002221","1","1","1","1180","1883","4577","1657","4","1863","0","1","1","1","4481","7","0","1","1","1","1","0","0","31","5","1246","02","3","MA","8","31015","0","1","1","D","2","74","01003","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","1","1","1","","","","","","","","","","","","1","","1","","","","1","","1","","","1","","1","","","1","","1","","","","","3"
"166638","HARBOR CAMPUS","6","12","0","1","BOSTON","8","C01","25","11","1","SUFFOLK","061969","2222","001965","6179297200","31","8","1","74","U OF MASS AT BOSTON MA","002222","2","1","1","1190","1738","4432","1416","9","1965","0","1","1","1","4240","0","0","1","0","1","1","0","0","31","5","0","03","3","MA","9","31025","0","1","1","D","4","74","02125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","3"
"168218","","1","21","2000","1","WELLESLEY","7","C01","21","4","2","NORFOLK","061879","2224","091875","6172350320","31","4","1","5","WELLESLEY COLLEGE","002224","0","1","1","1220","0","0","0","","1875","0","0","0","2","0","7","0","1","0","0","0","0","9350","31","5","1570","","2","MA","5","31021","0","0","0","","2","5","02181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"168254","1215 WILBRAHAM ROAD","2","21","1650","1","SPRINGFIELD","4","B01","13","2","2","HAMPDEN","061922","2226","091919","4137823111","31","6","1","2","WESTERN NEW ENG COLLEGE","002226","0","1","1","1240","0","0","0","3","1919","1","1","1","2","0","7","0","1","0","1","0","4346","4960","31","5","1450","","3","MA","5","31013","1","1","1","","2","2","01119","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","3"
"168281","","3","21","1855","1","NORTON","4","C01","5","4","2","BRISTOL","001914","2227","001835","6172857722","31","4","1","5","WHEATON COLLEGE","002227","0","1","1","1260","0","0","0","","1834","0","0","0","2","0","7","0","1","0","0","0","0","9155","31","5","1670","","2","MA","5","31005","0","0","0","","2","15","02766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
"168290","200 THE RIVERWAY","2","21","978","1","BOSTON","8","D08","25","8","2","SUFFOLK","061890","2228","091889","6177345200","31","7","1","5","WHEELOCK COLLEGE","002228","0","1","1","1270","0","0","0","6","1889","0","0","1","2","0","7","0","0","0","0","1","5250","6528","31","5","2282","","3","MA","5","31025","0","0","1","","2","5","02215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","3"
"168342","","3","21","1775","4","WILLIAMSTOWN","1","C01","3","1","2","BERKSHIRE","001793","2229","001793","4135973131","31","6","1","2","WILLIAMS COLLEGE","002229","0","1","1","1280","0","0","0","","1793","0","0","0","2","0","7","0","1","0","0","0","9200","9200","31","5","1366","","3","MA","5","31003","0","0","0","","2","2","01267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3"
